GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLONG,INTPTLAT
52156,110195420,0,42.547,0,-91.462345,43.052512
52157,146694531,2749090,56.639,1.061,-91.240309,43.021895
52158,2809122,548463,1.085,0.212,-91.182403,43.043947
52159,197123907,17395,76.11,0.007,-91.362689,43.078888
52160,103221189,480892,39.854,0.186,-91.351712,43.459653
52161,140304657,0,54.172,0,-91.757125,43.12953
52162,258921418,0,99.97,0,-91.551579,43.107578
52163,4602409,0,1.777,0,-92.103094,43.219766
52164,65222954,83451,25.183,0.032,-91.906611,42.854706
52165,172030285,260065,66.421,0.1,-91.994487,43.309674
52166,493739,0,0.191,0,-91.93329,43.065843
52168,417415,0,0.161,0,-91.952364,43.205482
52169,77075550,14088,29.759,0.005,-91.663085,42.860729
52170,120174634,0,46.4,0,-91.305191,43.223874
52171,205831070,66100,79.472,0.026,-92.052911,43.068178
52172,409930314,0,158.275,0,-91.484427,43.270781
52175,224708583,0,86.76,0,-91.825624,42.993945
52201,171676653,137516,66.285,0.053,-91.547062,41.32966
52202,65271185,23892,25.201,0.009,-91.63844,42.159496
52203,118264772,1489156,45.662,0.575,-91.89159,41.813857
52205,308696311,1249997,119.188,0.483,-91.286294,42.119767
52206,73245916,0,28.28,0,-91.885466,41.99158
52207,102173612,0,39.449,0,-90.831678,42.095059
52208,150288094,441336,58.027,0.17,-92.253128,41.882402
52209,95203996,198598,36.758,0.077,-92.097531,41.908987
52210,90408046,54596,34.907,0.021,-92.001362,42.335824
52211,236363435,575871,91.26,0.222,-92.449753,41.75389
52212,60780511,10057,23.467,0.004,-91.090273,42.108797
52213,193133869,1352936,74.569,0.522,-91.759632,42.201852
52214,244351368,3271134,94.345,1.263,-91.509266,42.187872
52215,223510103,672095,86.298,0.259,-92.405288,41.913527
52216,146924409,25719,56.728,0.01,-91.039637,41.886489
52217,152367658,0,58.829,0,-92.407882,42.079987
52218,186401903,1030438,71.97,0.398,-91.533585,42.290268
52219,1194124,0,0.461,0,-91.425836,42.237735
52220,1194245,0,0.461,0,-91.998369,41.728234
52221,53693011,83042,20.731,0.032,-92.331699,41.640929
52222,208915113,237236,80.663,0.092,-92.34065,41.576405
52223,125813447,1806360,48.577,0.697,-91.324368,42.41258
52224,256378050,215562,98.988,0.083,-92.299761,42.165911
52225,91276214,0,35.242,0,-92.326845,42.010822
52227,74705535,1308018,28.844,0.505,-91.568527,41.894468
52228,96875158,52874,37.404,0.02,-91.788702,41.90229
52229,127345836,46070,49.169,0.018,-92.169234,42.144629
52231,84639740,95411,32.68,0.037,-92.059127,41.361656
52232,47498282,19164,18.339,0.007,-92.335802,41.80436
52233,9080084,0,3.506,0,-91.686869,42.04677
52235,5244081,12931,2.025,0.005,-91.531599,41.578686
52236,74129557,18621,28.622,0.007,-91.876568,41.733573
52237,210347931,114007,81.216,0.044,-91.248693,42.344382
52240,414515848,1055470,160.045,0.408,-91.49905,41.634209
52241,30767995,103310,11.88,0.04,-91.595951,41.699578
52242,1874659,121019,0.724,0.047,-91.548347,41.661777
52245,21437710,275149,8.277,0.106,-91.512158,41.672865
52246,23555236,276773,9.095,0.107,-91.570407,41.652313
52247,206303697,46425,79.654,0.018,-91.72329,41.518674
52248,294509645,727190,113.711,0.281,-91.935346,41.345772
52249,131160363,0,50.641,0,-92.205426,42.014152
52251,106312085,27088,41.047,0.01,-92.20171,41.712393
52253,119617674,1862332,46.185,0.719,-91.353372,41.895347
52254,146759383,0,56.664,0,-90.801178,41.952101
52255,112408307,0,43.401,0,-90.961247,41.863617
52257,40665450,0,15.701,0,-92.178222,41.920953
52301,316128706,355929,122.058,0.137,-92.082678,41.788476
52302,192103024,134722,74.171,0.052,-91.560548,42.065358
52305,73493573,0,28.376,0,-91.339225,42.019197
52306,193533415,712142,74.724,0.275,-91.254211,41.887089
52307,488234,0,0.189,0,-91.898692,41.793107
52308,233003,0,0.09,0,-92.158723,41.572284
52309,74161386,130453,28.634,0.05,-90.888642,42.131684
52310,384963817,219776,148.635,0.085,-91.195253,42.220416
52312,242872,0,0.094,0,-91.245872,42.006028
52313,83425511,1534035,32.211,0.592,-92.096977,42.257377
52314,154117330,1540724,59.505,0.595,-91.447684,41.935363
52315,75003645,0,28.959,0,-91.970072,42.000913
52316,180146786,147075,69.555,0.057,-92.09557,41.546634
52317,89861599,6035992,34.696,2.331,-91.634505,41.767125
52318,95080335,0,36.711,0,-91.89273,41.88928
52320,152972711,1012418,59.063,0.391,-91.148391,41.99915
52321,77841390,0,30.055,0,-90.983232,42.147228
52322,230659835,560173,89.058,0.216,-91.762785,41.692718
52323,132024745,329049,50.975,0.127,-90.959184,41.983221
52324,103897411,3158631,40.115,1.22,-91.806141,42.063907
52325,109065817,77376,42.111,0.03,-91.92452,41.584245
52326,5259973,187945,2.031,0.073,-91.755826,42.390661
52327,216537935,1069677,83.606,0.413,-91.582988,41.47708
52328,7989464,0,3.085,0,-91.666091,42.071601
52329,131743463,347339,50.866,0.134,-91.855634,42.35824
52330,123160697,0,47.553,0,-91.500496,42.349445
52332,109615934,1076155,42.323,0.416,-91.888293,42.098613
52333,223255329,11259238,86.199,4.347,-91.492386,41.805879
52334,43109728,0,16.645,0,-91.941103,41.74017
52335,144626544,85893,55.841,0.033,-92.053796,41.467961
52336,127231477,22255,49.124,0.009,-91.432362,42.070516
52337,70714333,0,27.303,0,-91.142058,41.880203
52338,87438599,1384771,33.76,0.535,-91.707501,41.8179
52339,264553696,555158,102.145,0.214,-92.587091,41.927944
52340,42919615,20868,16.571,0.008,-91.676825,41.705633
52341,33953650,691790,13.11,0.267,-91.726175,42.102851
52342,232363570,297341,89.716,0.115,-92.547483,42.057671
52345,8460118,565,3.266,0,-91.900894,42.244652
52346,134845571,0,52.064,0,-92.080653,42.010028
52347,166647034,0,64.343,0,-92.284493,41.71254
52348,2376982,0,0.918,0,-92.381481,41.990137
52349,379632680,3039464,146.577,1.174,-92.00963,42.173246
52351,2136430,0,0.825,0,-91.831726,41.877931
52352,203389043,1633575,78.529,0.631,-91.774837,42.288221
52353,395015639,323079,152.516,0.125,-91.711487,41.299352
52354,76593832,0,29.573,0,-91.987759,41.915981
52355,95190631,19139,36.753,0.007,-92.191832,41.460617
52356,232407800,0,89.733,0,-91.845146,41.473717
52358,200272897,666632,77.326,0.257,-91.318432,41.6914
52359,38168572,0,14.737,0,-91.807482,41.358506
52361,329675542,521656,127.288,0.201,-92.02988,41.649114
52362,157402805,27137,60.774,0.01,-90.983415,42.078991
52401,3071004,393501,1.186,0.152,-91.659172,41.975486
52402,35684277,736540,13.778,0.284,-91.659613,42.023172
52403,67994207,1529536,26.253,0.591,-91.566054,41.965959
52404,142043563,889927,54.843,0.344,-91.698866,41.923056
52405,37805569,687611,14.597,0.265,-91.746369,41.983384
52411,42589064,2045955,16.444,0.79,-91.729225,42.053802
52501,584395540,6902331,225.636,2.665,-92.43137,41.035705
52530,36739157,247079,14.185,0.095,-92.292791,40.99343
52531,562739585,368319,217.275,0.142,-92.815135,41.026364
52533,227595703,182619,87.875,0.071,-92.157116,41.017538
52534,1012395,0,0.391,0,-92.68193,41.271952
52535,149442224,254284,57.7,0.098,-91.959572,40.862944
52536,159982929,150782,61.77,0.058,-92.60891,40.957466
52537,896396219,3733967,346.101,1.442,-92.413618,40.734988
52540,253576975,4104687,97.907,1.585,-91.821579,41.156205
52542,117023713,142493,45.183,0.055,-92.056237,40.61985
52543,53378306,19751,20.609,0.008,-92.512669,41.201977
52544,354995856,988963,137.065,0.382,-92.912272,40.706642
52548,588295,34434,0.227,0.013,-92.532981,41.085835
52549,113329384,53075,43.757,0.02,-92.943113,40.618642
52550,100555822,141269,38.825,0.055,-92.355076,41.31031
52551,149297301,2671767,57.644,1.032,-92.109395,40.824773
52552,150432424,1450714,58.082,0.56,-92.548748,40.827093
52553,216320658,2103436,83.522,0.812,-92.654929,41.148432
52554,92616713,2089046,35.76,0.807,-92.227456,40.925477
52555,64699086,38011,24.98,0.015,-92.813698,40.64368
52556,457203874,1280676,176.527,0.494,-91.927545,41.0242
52557,116099,0,0.045,0,-91.964773,41.022148
52560,90748254,1184300,35.038,0.457,-92.251368,40.850522
52561,90093309,79519,34.785,0.031,-92.452262,41.220285
52563,299042502,108928,115.461,0.042,-92.279307,41.169513
52565,300828566,6809169,116.151,2.629,-91.934492,40.742079
52566,2692350,0,1.04,0,-92.502542,41.147999
52567,73121919,0,28.233,0,-92.077955,40.930193
52569,241557072,7613001,93.266,2.939,-93.045561,40.983043
52570,177255523,381961,68.439,0.147,-92.146225,40.687411
52571,248003228,28399326,95.755,10.965,-92.84061,40.882043
52572,251780760,452924,97.213,0.175,-92.688437,40.67049
52573,73619608,1010778,28.425,0.39,-91.928849,40.627569
52574,101241590,8331356,39.09,3.217,-92.971787,40.806698
52576,117041974,138769,45.19,0.054,-92.109419,41.215153
52577,411815079,3957417,159.003,1.528,-92.661641,41.272983
52580,98696227,69238,38.107,0.027,-92.090331,41.105218
52581,98275489,4543215,37.944,1.754,-93.063949,40.80122
52583,120561019,155287,46.549,0.06,-93.148924,40.793886
52584,58385858,165373,22.543,0.064,-92.248193,40.63767
52585,145151739,748640,56.043,0.289,-91.981001,41.193215
52586,122407367,101027,47.262,0.039,-92.467591,41.345609
52588,26405619,481738,10.195,0.186,-92.170367,40.865116
52590,194009522,516550,74.907,0.199,-93.124967,40.660221
52591,327567747,281642,126.475,0.109,-92.191374,41.316641
52593,42464728,41148,16.396,0.016,-92.746226,40.772293
52594,121874560,112662,47.056,0.043,-92.650985,40.835894
52595,1193986,0,0.461,0,-92.614973,41.28863
52601,287154693,24870627,110.871,9.603,-91.129717,40.85605
52619,94003111,1319433,36.295,0.509,-91.563933,40.525221
52620,137753252,1644039,53.187,0.635,-91.797219,40.697841
52621,109426658,156210,42.25,0.06,-91.533457,41.20875
52623,149863756,1576161,57.863,0.609,-91.335673,40.863483
52624,1656465,0,0.64,0,-91.337723,40.736419
52625,285066161,178897,110.065,0.069,-91.574196,40.660782
52626,243657718,3779546,94.077,1.459,-91.724296,40.623515
52627,176642169,11772493,68.202,4.545,-91.357584,40.68206
52630,109876580,70151,42.424,0.027,-91.711455,40.798743
52632,131951222,8518800,50.947,3.289,-91.437343,40.432528
52635,111404053,1108282,43.013,0.428,-91.758587,40.995562
52637,172002147,39763,66.41,0.015,-91.145949,41.017544
52638,88053650,467658,33.998,0.181,-91.242327,40.801453
52639,99006542,18463331,38.227,7.129,-91.460387,40.53271
52640,188599646,43999,72.819,0.017,-91.280466,41.101237
52641,548534824,3228786,211.79,1.247,-91.586354,40.992416
52644,111080445,0,42.888,0,-91.41498,41.039995
52645,184352854,1297182,71.179,0.501,-91.404234,40.912197
52646,140333709,14671780,54.183,5.665,-90.998123,41.056576
52647,911591,0,0.352,0,-91.544658,41.135101
52649,119318917,80549,46.069,0.031,-91.612149,40.838567
52650,104272813,223072,40.26,0.086,-91.152038,40.95121
52651,156577973,91898,60.455,0.035,-91.815294,40.865321
52653,291933980,20541230,112.716,7.931,-91.157419,41.163699
52654,135506241,559501,52.319,0.216,-91.671739,41.140702
52655,42480154,84376,16.402,0.033,-91.212018,40.846487
52656,246653156,621587,95.233,0.24,-91.4555,40.739814
52657,494762,0,0.191,0,-91.518819,40.767833
52658,117815555,13425435,45.489,5.184,-91.229654,40.699404
52659,159797074,22385,61.698,0.009,-91.441022,41.129203
52660,57330895,36648,22.136,0.014,-91.29937,40.994596
52701,1643828,0,0.635,0,-90.249117,41.981968
52720,105688120,4439340,40.806,1.714,-91.173386,41.587724
52721,108698097,0,41.969,0,-90.959696,41.756923
52722,68714054,4447571,26.531,1.717,-90.471528,41.574299
52726,93558953,1264181,36.123,0.488,-90.780377,41.496325
52727,63043506,38395,24.341,0.015,-90.32594,41.954788
52728,4016961,1747597,1.551,0.675,-90.734634,41.454062
52729,108718701,162683,41.977,0.063,-90.735691,41.800183
52730,94758761,6484650,36.587,2.504,-90.335349,41.77567
52731,136590407,0,52.738,0,-90.486426,41.966975
52732,287014236,23690397,110.817,9.147,-90.253005,41.891044
52737,607264,0,0.234,0,-91.374611,41.259277
52738,318125497,5065683,122.829,1.956,-91.378479,41.273663
52739,84960780,4250255,32.804,1.641,-91.367325,41.375171
52742,303606179,536597,117.223,0.207,-90.5197,41.838263
52745,73906469,475142,28.535,0.183,-90.766483,41.718602
52746,68556073,251241,26.47,0.097,-90.670392,41.716455
52747,56082804,11347,21.654,0.004,-90.905416,41.611142
52748,106896308,108607,41.273,0.042,-90.554955,41.665736
52749,5218220,0,2.015,0,-91.130747,41.34563
52750,77963305,472441,30.102,0.182,-90.397049,41.937024
52751,128873436,212180,49.758,0.082,-90.679785,41.836435
52752,984227,0,0.38,0,-91.191222,41.274726
52753,64478931,4013252,24.895,1.55,-90.385928,41.628548
52754,184729827,1275885,71.325,0.493,-91.225861,41.346185
52755,156465323,1464935,60.412,0.566,-91.438042,41.478372
52756,110779391,328250,42.772,0.127,-90.539115,41.729401
52757,3069924,0,1.185,0,-90.379055,41.803854
52758,1608926,136965,0.621,0.053,-90.437349,41.742514
52760,56930747,1969592,21.981,0.76,-91.086807,41.548655
52761,458486848,24486760,177.023,9.454,-91.063984,41.438699
52765,78185471,0,30.188,0,-90.871502,41.725473
52766,117320623,2080925,45.298,0.803,-91.295418,41.467541
52767,1725980,1628662,0.666,0.629,-90.423456,41.565852
52768,83537465,5943919,32.254,2.295,-90.386997,41.70068
52769,106716539,9774,41.203,0.004,-90.847235,41.605804
52772,339596319,2731777,131.119,1.055,-91.143672,41.755167
52773,145770767,67038,56.282,0.026,-90.752766,41.621924
52774,728977,0,0.281,0,-90.595121,41.906849
52776,219106223,572685,84.597,0.221,-91.268691,41.575411
52777,139946616,0,54.034,0,-90.856109,41.854006
52778,215809810,162565,83.325,0.063,-90.990208,41.609579
52801,939343,420565,0.363,0.162,-90.574849,41.521038
52802,24767339,4527073,9.563,1.748,-90.637187,41.494514
52803,13273300,794735,5.125,0.307,-90.555977,41.538947
52804,87535930,1325492,33.798,0.512,-90.681401,41.532417
52806,79448284,0,30.675,0,-90.625902,41.589689
52807,76469440,0,29.525,0,-90.51685,41.61068
53001,76362304,713801,29.484,0.276,-88.055245,43.607877
53002,82291114,152573,31.773,0.059,-88.352067,43.463948
53003,1213077,0,0.468,0,-88.509682,43.206569
53004,91486480,2291437,35.323,0.885,-87.875646,43.497835
53005,37737731,799143,14.571,0.309,-88.098804,43.062401
53006,106429970,532329,41.093,0.206,-88.533555,43.620098
53007,2011956,27737,0.777,0.011,-88.072232,43.108448
53010,266580442,6569803,102.927,2.537,-88.272017,43.612528
53011,102656543,1350336,39.636,0.521,-88.091389,43.659584
53012,90849848,552763,35.077,0.213,-88.034639,43.314732
53013,74680594,1838268,28.834,0.71,-87.846917,43.565318
53014,331160999,2806710,127.862,1.084,-88.176312,44.026076
53015,102880770,7266148,39.722,2.805,-87.785999,43.907689
53016,1230537,527,0.475,0,-88.71013,43.31024
53017,45291086,645626,17.487,0.249,-88.251366,43.201013
53018,29831800,2565884,11.518,0.991,-88.390515,43.048165
53019,102833681,458282,39.704,0.177,-88.321059,43.697711
53020,159244323,4187207,61.485,1.617,-88.011415,43.861777
53021,85738814,1101059,33.104,0.425,-88.009317,43.494647
53022,72232181,69044,27.889,0.027,-88.115855,43.232227
53023,104497170,1084606,40.347,0.419,-88.10667,43.780438
53024,70790819,4447202,27.332,1.717,-87.928563,43.33353
53027,239107180,2980408,92.32,1.151,-88.372522,43.317984
53029,96259037,7259501,37.166,2.803,-88.340998,43.146603
53031,23759,0,0.009,0,-87.915628,43.639144
53032,83465758,6347055,32.226,2.451,-88.625904,43.449385
53033,38020325,1010071,14.68,0.39,-88.253996,43.234938
53034,21610077,6807187,8.344,2.628,-88.618784,43.330168
53035,91745167,1193247,35.423,0.461,-88.546919,43.390641
53036,69382612,1369178,26.789,0.529,-88.575045,43.179661
53037,59509119,212873,22.977,0.082,-88.16316,43.312363
53038,78228973,1138696,30.204,0.44,-88.787652,43.084329
53039,183463788,1665243,70.836,0.643,-88.713347,43.369846
53040,168806762,489779,65.177,0.189,-88.191027,43.526965
53042,159733656,2766124,61.674,1.068,-87.972329,43.956873
53044,10182713,162726,3.932,0.063,-87.782195,43.742514
53045,37272515,515641,14.391,0.199,-88.152779,43.058938
53046,6271233,52332,2.421,0.02,-88.157895,43.157247
53047,422653,0,0.163,0,-88.63012,43.257123
53048,68676703,116631,26.516,0.045,-88.457156,43.57379
53049,102843207,291009,39.708,0.112,-88.288605,43.886116
53050,177537860,6245913,68.548,2.412,-88.547354,43.510549
53051,85362174,1012151,32.959,0.391,-88.121527,43.159363
53057,85363928,1180208,32.959,0.456,-88.244893,43.788987
53058,14967985,4717384,5.779,1.821,-88.411504,43.112242
53059,81690257,1510893,31.541,0.583,-88.525133,43.288569
53061,118470428,235038,45.742,0.091,-88.120622,43.945458
53063,101353978,3216688,39.133,1.242,-87.790583,43.957651
53065,115949255,837918,44.768,0.324,-88.571629,43.679777
53066,273759117,23949115,105.699,9.247,-88.490036,43.112853
53069,1004733,692756,0.388,0.267,-88.435005,43.11089
53070,73783061,7157087,28.488,2.763,-87.807118,43.62043
53072,75600903,10773405,29.19,4.16,-88.270816,43.081609
53073,210992270,2293621,81.465,0.886,-87.988185,43.750854
53074,78062591,5408408,30.14,2.088,-87.884515,43.41985
53075,93906611,1580584,36.258,0.61,-87.990969,43.564515
53076,57460366,0,22.186,0,-88.207066,43.268398
53078,87327565,627578,33.717,0.242,-88.466213,43.317703
53079,88088853,1297035,34.011,0.501,-88.180169,43.813683
53080,74325266,1517956,28.697,0.586,-87.98633,43.405793
53081,65853648,11716930,25.426,4.524,-87.735217,43.71011
53083,84014243,9264829,32.438,3.577,-87.764212,43.815871
53085,184218461,1593720,71.127,0.615,-87.855577,43.732821
53086,55629542,563510,21.479,0.218,-88.271254,43.317652
53088,3419771,6824,1.32,0.003,-88.300913,44.070499
53089,70538528,724594,27.235,0.28,-88.233772,43.144615
53090,145208159,1502700,56.065,0.58,-88.188952,43.462856
53091,66744526,1168546,25.77,0.451,-88.434562,43.499624
53092,52820381,4326175,20.394,1.67,-87.951218,43.214964
53093,51978774,551547,20.069,0.213,-87.94795,43.652874
53094,232275024,4239850,89.682,1.637,-88.723069,43.14332
53095,186125014,5692543,71.863,2.198,-88.158004,43.38963
53097,69821442,2143967,26.958,0.828,-88.009823,43.242049
53098,267581741,2553473,103.314,0.986,-88.710584,43.253742
53103,33362731,1414543,12.881,0.546,-88.212849,42.881555
53104,82530339,1209579,31.865,0.467,-88.03928,42.547457
53105,407704884,6673311,157.416,2.577,-88.280346,42.663216
53108,51176919,219872,19.76,0.085,-87.943306,42.815
53110,12349506,1855713,4.768,0.716,-87.860803,42.948443
53114,89869754,430918,34.699,0.166,-88.751804,42.59699
53115,184314329,9357133,71.164,3.613,-88.668293,42.656603
53118,97167230,2851704,37.516,1.101,-88.49154,42.962493
53119,100078740,2287925,38.641,0.883,-88.485525,42.893005
53120,149599459,5417246,57.761,2.092,-88.422434,42.809128
53121,298440439,5692024,115.229,2.198,-88.535398,42.717008
53122,8472040,47576,3.271,0.018,-88.087029,43.04752
53125,14135069,4860895,5.458,1.877,-88.554372,42.550039
53126,135305185,501861,52.242,0.194,-87.997744,42.794482
53128,65791738,3344767,25.402,1.291,-88.336227,42.526865
53129,13331607,22101,5.147,0.009,-88.000857,42.939993
53130,8317785,16322,3.212,0.006,-88.049449,42.941233
53132,90111017,271787,34.792,0.105,-88.011548,42.883879
53137,83735772,32929,32.331,0.013,-88.669078,43.007883
53139,77640756,2246744,29.977,0.867,-88.120797,42.685512
53140,22383948,1728140,8.642,0.667,-87.828803,42.622309
53142,56052016,182877,21.642,0.071,-87.982634,42.518443
53143,10807605,500221,4.173,0.193,-87.82993,42.561312
53144,113331458,36102,43.758,0.014,-87.922461,42.615013
53146,47507207,724452,18.343,0.28,-88.155385,42.973705
53147,184207203,19539318,71.123,7.544,-88.457346,42.565922
53149,152093930,6949821,58.724,2.683,-88.342088,42.87809
53150,86631043,11127760,33.448,4.296,-88.134318,42.871352
53151,45975308,396860,17.751,0.153,-88.098607,42.974779
53153,10667911,137143,4.119,0.053,-88.407089,42.934471
53154,73816827,3040120,28.501,1.174,-87.898676,42.878693
53156,83471082,1255385,32.228,0.485,-88.588838,42.889865
53158,78603398,3823069,30.349,1.476,-87.88553,42.52436
53167,558002,64771,0.215,0.025,-88.228216,42.744549
53168,91124370,1993813,35.183,0.77,-88.135698,42.575072
53170,2669607,2096816,1.031,0.81,-88.153803,42.550836
53172,12428179,2229559,4.799,0.861,-87.859664,42.911998
53177,70651319,121361,27.279,0.047,-87.932874,42.704212
53178,80761002,2765877,31.182,1.068,-88.596788,43.029545
53179,27865212,3462446,10.759,1.337,-88.130588,42.513801
53181,36131181,4062929,13.95,1.569,-88.243347,42.512663
53182,147049968,164989,56.776,0.064,-88.041279,42.702391
53183,9225476,13890,3.562,0.005,-88.370357,43.005837
53184,75912448,191305,29.31,0.074,-88.605447,42.52624
53185,118924971,10708740,45.917,4.135,-88.194451,42.798205
53186,32557513,280506,12.571,0.108,-88.204676,43.022155
53188,71303789,940251,27.531,0.363,-88.292435,43.022273
53189,122683346,2552487,47.368,0.986,-88.29103,42.944023
53190,347822696,5265749,134.295,2.033,-88.736201,42.807771
53191,10044201,2186351,3.878,0.844,-88.544677,42.579924
53192,2808188,114734,1.084,0.044,-88.184228,42.50259
53195,841628,0,0.325,0,-88.490181,42.513993
53202,5267236,2855825,2.034,1.103,-87.891881,43.045121
53203,1156887,62379,0.447,0.024,-87.916734,43.038097
53204,8503810,224507,3.283,0.087,-87.926053,43.018587
53205,3657413,0,1.412,0,-87.93381,43.053462
53206,6971563,0,2.692,0,-87.933676,43.075126
53207,25461406,4193118,9.831,1.619,-87.898851,42.977392
53208,10107676,38422,3.903,0.015,-87.967198,43.047073
53209,28207403,182486,10.891,0.07,-87.949473,43.12778
53210,6591578,0,2.545,0,-87.973764,43.06884
53211,10101822,1921659,3.9,0.742,-87.881444,43.082414
53212,10491872,280380,4.051,0.108,-87.908604,43.073857
53213,10445577,0,4.033,0,-88.001511,43.048802
53214,18835092,14646,7.272,0.006,-88.01287,43.020327
53215,14658668,31918,5.66,0.012,-87.943078,42.999261
53216,12012155,0,4.638,0,-87.976383,43.08639
53217,36701601,6241954,14.171,2.41,-87.913268,43.157299
53218,15217503,17008,5.876,0.007,-87.99298,43.11372
53219,12812754,15790,4.947,0.006,-87.993688,42.995181
53220,14337480,0,5.536,0,-87.991368,42.965204
53221,23848404,37481,9.208,0.014,-87.943306,42.953909
53222,14347675,9179,5.54,0.004,-88.036041,43.083208
53223,26365824,178993,10.18,0.069,-87.990496,43.163455
53224,25425329,2425,9.817,0.001,-88.039699,43.16333
53225,17815378,13463,6.879,0.005,-88.042944,43.115154
53226,17820887,400,6.881,0,-88.04223,43.049005
53227,13185622,30353,5.091,0.012,-88.042017,42.995814
53228,13468635,14778,5.2,0.006,-88.043224,42.969046
53233,4380569,0,1.691,0,-87.933823,43.036919
53235,6575661,1796308,2.539,0.694,-87.867895,42.973107
53295,606085,0,0.234,0,-87.976072,43.022478
53402,53036033,12763143,20.477,4.928,-87.816532,42.795888
53403,24695446,9716642,9.535,3.752,-87.815533,42.684188
53404,11534160,440291,4.453,0.17,-87.811291,42.754054
53405,16853150,313702,6.507,0.121,-87.830175,42.726918
53406,42921587,210364,16.572,0.081,-87.864892,42.734537
53501,168878,0,0.065,0,-89.065499,42.60621
53502,132599437,328308,51.197,0.127,-89.438069,42.730406
53503,146107000,3918944,56.412,1.513,-89.957507,43.142976
53504,236310658,2052068,91.24,0.792,-89.860349,42.703516
53505,47697268,2673,18.416,0.001,-88.820854,42.661039
53506,163949815,4783690,63.301,1.847,-90.281219,43.159394
53507,162986388,63154,62.929,0.024,-89.89654,42.995428
53508,179882451,1018989,69.453,0.393,-89.573525,42.865677
53510,108874206,249522,42.037,0.096,-90.305238,42.745356
53511,286177718,3571903,110.494,1.379,-89.094465,42.554101
53515,96023386,144679,37.075,0.056,-89.739283,43.115023
53516,215531579,55767,83.217,0.022,-89.87363,42.796638
53517,114755774,298,44.307,0,-89.832329,43.056983
53518,194108469,8466809,74.946,3.269,-90.59513,43.240989
53520,318337257,1919425,122.911,0.741,-89.352736,42.596822
53521,158596942,484675,61.235,0.187,-89.400302,42.838105
53522,100323255,365790,38.735,0.141,-89.78349,42.556909
53523,125544342,3215048,48.473,1.241,-89.028857,42.984371
53525,144643131,389069,55.847,0.15,-88.858656,42.544538
53526,21100011,0,8.147,0,-90.343606,42.974051
53527,93091922,82350,35.943,0.032,-89.192257,43.051357
53528,121167181,911419,46.783,0.352,-89.638014,43.1183
53529,94687859,638305,36.559,0.246,-89.514652,43.242578
53530,345724398,0,133.485,0,-90.10589,42.693829
53531,109605746,196322,42.319,0.076,-89.102393,43.062216
53532,140148341,815052,54.112,0.315,-89.326211,43.250086
53533,372661431,940385,143.885,0.363,-90.158915,42.99502
53534,210581609,8005809,81.306,3.091,-89.09331,42.860824
53536,244917791,1102239,94.563,0.426,-89.267911,42.761448
53537,2263842,0,0.874,0,-89.210322,42.672419
53538,256977270,24474060,99.219,9.449,-88.85715,42.920046
53540,3546448,0,1.369,0,-90.284915,43.229262
53541,160376872,0,61.922,0,-90.029362,42.56614
53543,205882201,860645,79.492,0.332,-90.351857,43.05396
53544,103599863,17224,40,0.007,-89.905663,42.87756
53545,64169107,1101354,24.776,0.425,-89.0403,42.738888
53546,214058151,995767,82.648,0.384,-88.948166,42.652244
53548,185036258,1943470,71.443,0.75,-89.124673,42.682985
53549,180985016,2581235,69.879,0.997,-88.765614,42.984505
53550,124109365,18544,47.919,0.007,-89.494262,42.552572
53551,109372494,6317743,42.229,2.439,-88.91565,43.081815
53553,22579552,0,8.718,0,-90.302176,42.907833
53554,121170670,13077,46.784,0.005,-90.44068,42.908663
53555,206539537,17800230,79.745,6.873,-89.555808,43.320142
53556,120540517,2638664,46.541,1.019,-90.245275,43.2382
53557,14609734,459100,5.641,0.177,-88.797653,43.338952
53558,44923981,2624650,17.345,1.013,-89.275479,42.99717
53559,164890188,1707465,63.664,0.659,-89.081878,43.165583
53560,152657980,2147738,58.942,0.829,-89.737666,43.192255
53561,93403954,9061437,36.063,3.499,-89.638621,43.394951
53562,82448717,447267,31.834,0.173,-89.543636,43.115976
53563,167311972,24113209,64.6,9.31,-88.916009,42.804501
53565,473638425,280095,182.873,0.108,-90.165771,42.833363
53566,399381013,37862,154.202,0.015,-89.649858,42.607782
53569,114360697,28604,44.155,0.011,-90.438953,42.989029
53570,186330583,41694,71.943,0.016,-89.619882,42.737195
53571,1051935,0,0.406,0,-89.353226,43.277997
53572,269518984,51217,104.062,0.02,-89.733649,42.961103
53573,282024490,1849845,108.89,0.714,-90.459136,43.187505
53574,107173085,0,41.38,0,-89.65017,42.816517
53575,141524486,1394787,54.643,0.539,-89.390551,42.933063
53576,81096378,165368,31.311,0.064,-89.233172,42.625684
53577,118949533,91844,45.927,0.035,-90.064349,43.311608
53578,127495431,2945979,49.226,1.137,-89.775538,43.327442
53579,110870989,1940239,42.808,0.749,-88.867735,43.295981
53580,53534640,0,20.67,0,-90.378045,42.859809
53581,616570917,278455,238.059,0.108,-90.414095,43.37246
53582,88614884,60788,34.214,0.023,-89.978808,43.018376
53583,197427721,9401521,76.227,3.63,-89.80448,43.250531
53585,70635598,0,27.273,0,-88.715607,42.529624
53586,260120296,0,100.433,0,-90.226681,42.573089
53587,149803212,91696,57.839,0.035,-89.904145,42.580307
53588,355325422,10318278,137.192,3.984,-90.086262,43.193739
53589,218255494,15824834,84.269,6.11,-89.212885,42.924555
