GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLONG,INTPTLAT
15762,34615657,32898,13.365,0.013,-78.829301,40.594306
15764,4399310,17821,1.699,0.007,-79.02871,40.992622
15765,97165620,1598121,37.516,0.617,-78.991085,40.597935
15767,428089161,2170323,165.286,0.838,-78.968171,40.962153
15770,10592931,51581,4.09,0.02,-79.136717,41.008788
15771,86597248,444537,33.435,0.172,-78.989145,40.831556
15772,82609749,340831,31.896,0.132,-78.898714,40.870214
15773,9852899,0,3.804,0,-78.735444,40.626766
15774,138968033,2005434,53.656,0.774,-79.323835,40.65469
15775,8961331,14751,3.46,0.006,-78.788141,40.632482
15776,5632759,17302,2.175,0.007,-79.111592,41.010988
15777,2906493,0,1.122,0,-78.965439,40.69376
15778,2354798,3151,0.909,0.001,-79.195246,40.969117
15779,20486348,311103,7.91,0.12,-79.219703,40.385675
15780,3320410,1254,1.282,0,-79.070466,40.912437
15781,2714810,0,1.048,0,-78.986853,40.963797
15783,5379304,44901,2.077,0.017,-79.349659,40.60731
15784,864326,22470,0.334,0.009,-79.141266,41.024426
15801,167419747,2871706,64.641,1.109,-78.722433,41.125057
15821,92000991,667966,35.522,0.258,-78.368514,41.350958
15823,95419042,239976,36.841,0.093,-78.710427,41.258613
15824,189121805,815359,73.02,0.315,-78.841186,41.250833
15825,415347068,2279647,160.366,0.88,-79.034401,41.174947
15827,7455502,0,2.879,0,-78.521654,41.319159
15828,60820778,1023029,23.483,0.395,-79.115706,41.384837
15829,91603501,472165,35.368,0.182,-79.202144,41.169298
15832,280879710,2008730,108.448,0.776,-78.187384,41.349495
15834,528717827,1536321,204.139,0.593,-78.322815,41.500749
15840,49715366,691813,19.195,0.267,-78.822649,41.171972
15841,10826872,0,4.18,0,-78.529883,41.262939
15845,80380824,1334971,31.035,0.515,-78.689455,41.494238
15846,240145320,172829,92.721,0.067,-78.572392,41.319687
15847,7032509,10600,2.715,0.004,-79.032482,41.090187
15848,52308145,250384,20.196,0.097,-78.730381,41.028097
15849,202898179,523036,78.339,0.202,-78.582254,41.164492
15851,242432841,1099426,93.604,0.424,-78.910417,41.102906
15853,390223574,2674222,150.666,1.033,-78.791631,41.392343
15856,94124910,992919,36.342,0.383,-78.613385,41.082255
15857,259401633,526032,100.156,0.203,-78.519875,41.455283
15860,321805149,2184550,124.25,0.843,-79.018668,41.333594
15861,174553491,1595299,67.395,0.616,-78.069054,41.30853
15863,1739826,0,0.672,0,-78.839736,41.014385
15864,94709389,494886,36.568,0.191,-79.197538,41.10358
15865,8699006,19883,3.359,0.008,-78.828292,41.044954
15866,3211867,929,1.24,0,-78.791035,41.023892
15868,245151790,1178640,94.654,0.455,-78.327211,41.301774
15870,330472174,4964012,127.596,1.917,-78.567901,41.594121
15901,3836779,140170,1.481,0.054,-78.914292,40.328742
15902,23599705,127148,9.112,0.049,-78.879287,40.323205
15904,79445855,516201,30.674,0.199,-78.840989,40.311595
15905,92832747,706466,35.843,0.273,-78.969902,40.290673
15906,90230908,962187,34.838,0.372,-78.955677,40.379677
15909,44494654,216598,17.179,0.084,-78.869741,40.409742
15920,20187128,11567,7.794,0.004,-79.047534,40.4745
15921,851113,0,0.329,0,-78.70086,40.317338
15922,1784285,0,0.689,0,-78.876676,40.517598
15923,67452166,418108,26.043,0.161,-79.158504,40.35522
15924,68917847,49603,26.609,0.019,-78.762858,40.103423
15925,197872,0,0.076,0,-78.640702,40.408519
15926,72740383,2037864,28.085,0.787,-78.823632,40.053269
15927,12326706,0,4.759,0,-78.778646,40.539999
15928,16182997,77645,6.248,0.03,-78.918459,40.239529
15929,1496033,113728,0.578,0.044,-79.008637,40.468246
15930,736773,0,0.284,0,-78.71902,40.294969
15931,200843582,962228,77.546,0.372,-78.758964,40.506489
15934,882866,0,0.341,0,-78.803986,40.279061
15935,62442265,3588756,24.109,1.386,-78.965027,40.208131
15936,63681731,84058,24.588,0.032,-78.892595,40.16091
15937,2498262,0,0.965,0,-78.984732,40.205329
15938,51290685,62911,19.803,0.024,-78.611126,40.418854
15940,68904348,179489,26.604,0.069,-78.625208,40.517034
15942,48015006,568461,18.539,0.219,-78.811023,40.398324
15943,49907726,122835,19.269,0.047,-78.839052,40.474268
15944,170784467,1062637,65.94,0.41,-79.079159,40.363888
15945,1524817,117810,0.589,0.045,-78.867092,40.358484
15946,130795324,691865,50.5,0.267,-78.637116,40.370295
15948,1912268,0,0.738,0,-78.76464,40.489957
15949,6691010,468010,2.583,0.181,-79.120654,40.396682
15951,2802468,17341,1.082,0.007,-78.7707,40.333148
15952,8572842,0,3.31,0,-78.776141,40.303506
15953,2145376,1871,0.828,0.001,-78.885159,40.208513
15954,46996990,624634,18.146,0.241,-78.998119,40.424054
15955,65283483,1466669,25.206,0.566,-78.697386,40.322865
15956,20853620,239360,8.052,0.092,-78.795942,40.350555
15957,24551669,31858,9.479,0.012,-78.902282,40.557624
15958,49426462,95688,19.084,0.037,-78.730422,40.387524
15960,12244862,122588,4.728,0.047,-78.884169,40.497161
15961,43358311,427412,16.741,0.165,-78.941795,40.471096
15962,523371,0,0.202,0,-78.715039,40.38818
15963,253107104,534272,97.725,0.206,-78.759251,40.227773
16001,190155984,3040997,73.42,1.174,-79.945191,40.910025
16002,187002976,177567,72.202,0.069,-79.855361,40.815135
16020,66025419,0,25.493,0,-79.898582,41.115334
16022,2079662,0,0.803,0,-79.733691,41.05414
16023,68120212,0,26.301,0,-79.750313,40.785483
16024,611593,0,0.236,0,-80.038538,40.742716
16025,137814359,148853,53.21,0.057,-79.75338,40.942432
16027,1373158,0,0.53,0,-80.019183,40.820154
16028,41291276,1283922,15.943,0.496,-79.635554,40.951317
16029,2241392,0,0.865,0,-79.846169,40.879153
16030,2806303,0,1.084,0,-79.796967,41.136395
16033,80026877,46584,30.899,0.018,-80.051087,40.783878
16034,51397356,24076,19.845,0.009,-79.733208,40.861209
16035,1450105,7077,0.56,0.003,-80.014526,41.108993
16036,5784808,1194319,2.234,0.461,-79.666595,41.134894
16037,90256741,449725,34.848,0.174,-80.133751,40.842611
16038,123890123,14262,47.834,0.006,-79.953343,41.164483
16040,50811920,8983,19.619,0.003,-79.8402,41.094245
16041,71988736,0,27.795,0,-79.714928,41.005338
16045,1496365,0,0.578,0,-79.916718,40.852774
16046,58879357,21211,22.733,0.008,-80.023915,40.702755
16048,2861880,0,1.105,0,-79.818427,41.053202
16049,239133719,5770607,92.33,2.228,-79.671823,41.094067
16050,63687358,17634,24.59,0.007,-79.761561,41.043999
16051,100846238,7867335,38.937,3.038,-80.138143,40.944894
16052,52113467,2309620,20.121,0.892,-80.061572,40.899377
16053,55566721,0,21.454,0,-79.983142,40.811869
16054,4893130,112899,1.889,0.044,-79.663009,41.153536
16055,100864587,224138,38.944,0.087,-79.747709,40.717488
16056,54870543,33891,21.186,0.013,-79.841706,40.724934
16057,225939411,1623817,87.236,0.627,-80.0603,41.034074
16059,66478812,189233,25.668,0.073,-79.927088,40.707082
16061,113835425,773252,43.952,0.299,-79.88474,41.005109
16063,46058024,166907,17.783,0.064,-80.1229,40.762315
16066,57887280,13635,22.35,0.005,-80.105642,40.709967
16101,184511410,1816197,71.24,0.701,-80.290037,40.983989
16102,62263838,839191,24.04,0.324,-80.424431,40.960367
16105,71042479,748111,27.43,0.289,-80.340317,41.057381
16110,19499290,44612,7.529,0.017,-80.380762,41.505249
16111,72702699,0,28.071,0,-80.282617,41.520379
16112,17409600,773746,6.722,0.299,-80.498397,40.960467
16113,1890756,236247,0.73,0.091,-80.424148,41.280826
16114,26285241,425902,10.149,0.164,-80.183931,41.402848
16115,104141404,315088,40.209,0.122,-80.460695,40.796605
16116,68435087,1648814,26.423,0.637,-80.449625,41.044162
16117,95301308,1601209,36.796,0.618,-80.256197,40.871839
16120,85729592,383566,33.1,0.148,-80.478966,40.885089
16121,5879404,0,2.27,0,-80.497194,41.211214
16123,52423519,622377,20.241,0.24,-80.196513,40.821932
16124,72566019,7040,28.018,0.003,-80.276062,41.33617
16125,283333404,230218,109.396,0.089,-80.372825,41.406356
16127,186045536,1343348,71.833,0.519,-80.072998,41.173009
16130,80148638,1301071,30.946,0.502,-80.222949,41.444632
16131,54121371,447833,20.896,0.173,-80.37823,41.550522
16132,4577508,621001,1.767,0.24,-80.500832,41.004767
16133,71833114,726786,27.735,0.281,-80.114451,41.267791
16134,121305027,14386503,46.836,5.555,-80.478857,41.524926
16136,1909517,91074,0.737,0.035,-80.323707,40.834939
16137,279692703,1591169,107.99,0.614,-80.238644,41.231618
16140,446348,0,0.172,0,-80.51403,41.095323
16141,53149607,295653,20.521,0.114,-80.398468,40.868089
16142,108651272,262560,41.95,0.101,-80.333181,41.145414
16143,67680098,409931,26.131,0.158,-80.452682,41.105824
16145,125366980,5203380,48.404,2.009,-80.078627,41.380196
16146,9896383,0,3.821,0,-80.499672,41.234113
16148,83053048,275309,32.067,0.106,-80.417588,41.228484
16150,59502091,6381194,22.974,2.464,-80.45325,41.285145
16151,302185,0,0.117,0,-80.206786,41.4439
16153,111992182,509396,43.24,0.197,-80.086586,41.32224
16154,67463760,7143371,26.048,2.758,-80.420117,41.325901
16155,1754358,0,0.677,0,-80.510731,41.067732
16156,128997997,1102695,49.806,0.426,-80.216432,41.088767
16157,64856557,1098326,25.041,0.424,-80.333383,40.888212
16159,70592696,109492,27.256,0.042,-80.475263,41.153413
16160,3234220,183778,1.249,0.071,-80.356894,40.930558
16161,2264627,0,0.874,0,-80.495844,41.19709
16201,296949508,2612792,114.653,1.009,-79.469413,40.805185
16210,51149310,2825365,19.749,1.091,-79.510523,40.895902
16211,2621590,0,1.012,0,-79.202555,40.794443
16212,2504442,313752,0.967,0.121,-79.583624,40.755157
16213,372959,1093,0.144,0,-79.557671,41.125669
16214,127467255,2491815,49.215,0.962,-79.357224,41.202672
16217,14606240,114295,5.64,0.044,-79.17368,41.331192
16218,73462230,614713,28.364,0.237,-79.590649,40.933435
16222,170416350,1511455,65.798,0.584,-79.257028,40.873676
16223,2802938,0,1.082,0,-79.363954,40.975988
16224,51937648,247407,20.053,0.096,-79.29486,41.06508
16226,149901519,4365362,57.877,1.685,-79.486425,40.711646
16228,196837,0,0.076,0,-79.535765,40.760813
16229,64478444,2586256,24.895,0.999,-79.642747,40.717124
16230,2653923,154328,1.025,0.06,-79.283324,41.020475
16232,147751720,952945,57.047,0.368,-79.551242,41.213586
16233,104766751,542608,40.451,0.21,-79.271067,41.36124
16235,72958168,250360,28.169,0.097,-79.352329,41.322665
16236,170198,209162,0.066,0.081,-79.522661,40.787838
16238,240096,48952,0.093,0.019,-79.520848,40.787837
16239,510545777,441391,197.123,0.17,-79.137779,41.496972
16240,138983329,1018288,53.662,0.393,-79.225,41.036013
16242,234358726,3253248,90.486,1.256,-79.365745,41.009881
16244,3123148,0,1.206,0,-79.276658,40.792176
16245,1536450,0,0.593,0,-79.298366,41.00672
16246,876661,0,0.338,0,-79.182154,40.79172
16248,134934581,2723611,52.099,1.052,-79.502977,41.034002
16249,71904500,1011194,27.762,0.39,-79.312139,40.761947
16250,7137729,802587,2.756,0.31,-79.232968,40.768512
16253,547158,0,0.211,0,-79.342756,40.951168
16254,132044957,1412024,50.983,0.545,-79.461458,41.253345
16255,105947691,914827,40.907,0.353,-79.466757,41.128813
16256,103207236,1226682,39.849,0.474,-79.134458,40.855267
16258,88369628,820680,34.12,0.317,-79.278339,41.236936
16259,120056995,4245874,46.354,1.639,-79.451859,40.925711
16260,24078247,108695,9.297,0.042,-79.230763,41.396463
16262,90556479,0,34.964,0,-79.652206,40.839032
16263,4066288,0,1.57,0,-79.336609,40.801717
16301,276087712,5818345,106.598,2.246,-79.623854,41.454216
16311,38032125,314970,14.684,0.122,-80.042383,41.462166
16312,72297,0,0.028,0,-79.303214,41.932135
16313,254732911,351850,98.353,0.136,-79.122409,41.733693
16314,235998628,1237935,91.12,0.478,-80.077072,41.520676
16316,123002962,4102811,47.492,1.584,-80.303633,41.601773
16317,77374554,0,29.874,0,-79.853702,41.532556
16319,88774531,44678,34.276,0.017,-79.623458,41.324204
16321,3298560,0,1.274,0,-79.399591,41.57106
16322,15812230,0,6.105,0,-79.373564,41.598847
16323,260759368,5491250,100.68,2.12,-79.828317,41.41192
16326,17696870,20225,6.833,0.008,-79.43174,41.376158
16327,171473356,885189,66.206,0.342,-79.959566,41.637082
16328,146501,0,0.057,0,-79.72554,41.653227
16329,21283419,1854007,8.218,0.716,-79.258874,41.798643
16331,3410081,14252,1.317,0.006,-79.558676,41.293731
16332,7763614,25225,2.998,0.01,-79.369545,41.356717
16333,16967118,808,6.551,0,-78.91677,41.697329
16334,14090077,4255,5.44,0.002,-79.449351,41.290554
16335,290584091,2942242,112.195,1.136,-80.155868,41.631017
16340,249424925,0,96.304,0,-79.417669,41.802378
16341,175020637,0,67.576,0,-79.549355,41.56608
16342,159926421,1913937,61.748,0.739,-79.941497,41.321887
16343,12312620,1864661,4.754,0.72,-79.752655,41.42603
16344,2313735,0,0.893,0,-79.684546,41.470393
16345,231070362,7686246,89.217,2.968,-79.082916,41.944404
16346,42560123,0,16.433,0,-79.67197,41.378502
16347,266382063,16619,102.851,0.006,-79.069365,41.659517
16350,119224759,87080,46.033,0.034,-79.334446,41.956937
16351,257430753,4585553,99.395,1.77,-79.370344,41.675353
16352,33168304,0,12.806,0,-79.038364,41.767268
16353,376178737,6527750,145.243,2.52,-79.373001,41.49572
16354,320850567,0,123.881,0,-79.706464,41.613725
16360,74434920,265249,28.739,0.102,-79.890935,41.684105
16361,5645684,6440,2.18,0.002,-79.345873,41.383889
16362,68180387,838334,26.325,0.324,-79.965179,41.450497
16364,86526280,26683,33.408,0.01,-79.527344,41.351411
16365,377505325,5860035,145.756,2.263,-79.157385,41.840224
16370,32587217,1136289,12.582,0.439,-79.460024,41.574811
16371,79337796,10988,30.632,0.004,-79.326122,41.869947
16372,3073209,7694,1.187,0.003,-79.872877,41.200166
16373,207239582,6675060,80.016,2.577,-79.698409,41.208469
16374,184543765,1323659,71.253,0.511,-79.815085,41.263498
16401,147670104,992072,57.016,0.383,-80.40516,41.878476
16402,57294362,90103,22.121,0.035,-79.469799,41.961028
16403,239709397,949048,92.552,0.366,-80.014121,41.792998
16404,233528699,160468,90.166,0.062,-79.789388,41.727006
16405,62801609,8121,24.248,0.003,-79.535939,41.946543
16406,198130948,122951,76.499,0.047,-80.36214,41.749512
16407,278349557,858043,107.471,0.331,-79.664251,41.922164
16410,58348756,232334,22.529,0.09,-80.308509,41.922751
16411,46020067,5182266,17.768,2.001,-80.447072,41.977956
16412,207444932,1666206,80.095,0.643,-80.170371,41.88493
16415,61399724,2257121,23.707,0.871,-80.23032,42.03752
16416,10128460,0,3.911,0,-79.472696,41.825729
16417,120190870,913901,46.406,0.353,-80.313819,41.971411
16420,125967298,0,48.636,0,-79.547259,41.6963
16421,27451943,46151,10.599,0.018,-79.931855,42.171262
16422,3565315,77993,1.377,0.03,-80.310175,41.667558
16423,24508036,2949960,9.463,1.139,-80.339572,42.020652
16424,176844902,36850953,68.28,14.228,-80.438957,41.661408
16426,70136937,294383,27.08,0.114,-80.14208,41.979331
16427,671496,0,0.259,0,-79.967907,41.877373
16428,190106239,9791807,73.4,3.781,-79.831488,42.171464
16433,145596780,1466190,56.215,0.566,-80.142804,41.735686
16434,162200615,266621,62.626,0.103,-79.668625,41.796904
16435,144519277,2315,55.799,0.001,-80.385386,41.817035
16436,120415166,80118,46.493,0.031,-79.510451,41.83892
16438,267438486,2054381,103.259,0.793,-79.845314,41.892299
16440,28350628,42406,10.946,0.016,-80.126018,41.782549
16441,291772575,2267120,112.654,0.875,-79.983551,41.95849
16442,130298072,818150,50.308,0.316,-79.825705,42.038485
16443,29206878,318659,11.277,0.123,-80.484235,41.939645
16444,679444,33641,0.262,0.013,-80.120436,41.871286
16501,1762373,13680,0.68,0.005,-80.088919,42.121293
16502,6606084,0,2.551,0,-80.101358,42.110702
16503,6336664,11266,2.447,0.004,-80.061565,42.126936
16504,7220367,0,2.788,0,-80.049031,42.109074
16505,30734858,16300702,11.867,6.294,-80.138303,42.131338
16506,36260590,72539,14,0.028,-80.151707,42.062345
16507,5441490,2457967,2.101,0.949,-80.084294,42.136958
16508,7316297,27626,2.825,0.011,-80.09403,42.096812
16509,98751206,100635,38.128,0.039,-80.038075,42.060034
16510,84885083,40261,32.774,0.016,-79.954574,42.108738
16511,19410241,5673983,7.494,2.191,-79.99017,42.166262
16546,142166,0,0.055,0,-80.053445,42.104924
16563,1149898,890,0.444,0,-79.986486,42.117333
16601,224050639,1074511,86.506,0.415,-78.370416,40.555264
16602,38334662,61739,14.801,0.024,-78.373901,40.512604
16611,110715008,117328,42.747,0.045,-78.115671,40.579959
16613,66397717,0,25.636,0,-78.537565,40.548031
16616,5918790,18325,2.285,0.007,-78.440079,40.767547
16617,4205263,25522,1.624,0.01,-78.322365,40.60747
16619,34502521,40932,13.321,0.016,-78.445778,40.659513
16620,2215232,37554,0.855,0.014,-78.351837,40.840687
16621,33781232,0,13.043,0,-78.125214,40.232247
16622,19289629,0,7.448,0,-78.066403,40.32864
16623,33440032,0,12.911,0,-78.052188,40.271681
16624,3039410,0,1.174,0,-78.600475,40.570425
16625,83009292,10534,32.05,0.004,-78.50498,40.274926
16627,84273984,498518,32.538,0.192,-78.497822,40.757881
16630,28375242,0,10.956,0,-78.576441,40.456176
16631,1558077,0,0.602,0,-78.345602,40.272766
16633,875263,0,0.338,0,-78.234926,40.157386
16634,8881648,0,3.429,0,-78.173077,40.210954
16635,147002596,245296,56.758,0.095,-78.499413,40.410853
16636,72708568,17741,28.073,0.007,-78.501203,40.600318
16637,48557976,0,18.748,0,-78.467242,40.341102
16638,1781343,0,0.688,0,-78.203622,40.336605
16639,93562147,83628,36.125,0.032,-78.448137,40.695498
16640,34256424,270211,13.226,0.104,-78.576281,40.707479
16641,43653057,0,16.855,0,-78.484985,40.489794
16645,4569468,114649,1.764,0.044,-78.498965,40.799362
16646,49542594,253,19.129,0,-78.727262,40.689332
16647,57005716,15390694,22.01,5.942,-78.103813,40.400575
16648,149190055,1201127,57.603,0.464,-78.331,40.434448
16650,116335746,1097479,44.917,0.424,-78.288103,40.120958
16651,109915455,665016,42.439,0.257,-78.38098,40.851288
16652,457912424,10494024,176.801,4.052,-77.950096,40.516022
16655,90399805,70604,34.904,0.027,-78.503123,40.227556
16656,74273398,406535,28.677,0.157,-78.556084,40.807205
16657,134711792,7045079,52.013,2.72,-78.180282,40.324864
16659,4710037,0,1.819,0,-78.38973,40.161554
16661,52403609,736598,20.233,0.284,-78.460928,40.831088
16662,153031091,13716,59.086,0.005,-78.29545,40.312725
16664,105830724,91390,40.861,0.035,-78.423648,40.180753
16665,1046105,0,0.404,0,-78.434236,40.388705
16666,67398715,288833,26.023,0.112,-78.32731,40.8858
16667,43914102,176756,16.955,0.068,-78.531657,40.178297
16668,140276407,6172359,54.161,2.383,-78.619468,40.655088
16669,274597062,779072,106.023,0.301,-77.906687,40.655953
16670,412436,0,0.159,0,-78.507952,40.262378
16671,6322535,17594,2.441,0.007,-78.398242,40.787552
16672,11222306,112246,4.333,0.043,-78.241163,40.172252
16673,80427830,0,31.053,0,-78.391483,40.312437
16674,58511292,0,22.591,0,-78.088273,40.189417
16677,5971505,0,2.306,0,-78.243597,40.811839
16678,117554742,3082685,45.388,1.19,-78.238232,40.222577
16679,54486580,1919,21.037,0.001,-78.194649,40.15537
16680,17494136,58386,6.755,0.023,-78.377591,40.743203
16682,555565,0,0.215,0,-78.457822,40.266061
16683,39337631,212957,15.188,0.082,-78.084079,40.64873
16685,23609324,0,9.116,0,-78.082637,40.287492
16686,349968958,566154,135.124,0.219,-78.251286,40.668341
16689,53070466,0,20.491,0,-78.12899,40.129985
16691,74803851,0,28.882,0,-78.145934,40.077493
16692,43621628,235057,16.842,0.091,-78.710802,40.750827
16693,194015724,111172,74.91,0.043,-78.211876,40.475774
16694,5733772,23257,2.214,0.009,-78.148799,40.155301
16695,40839971,71788,15.768,0.028,-78.336765,40.203025
16699,164936,0,0.064,0,-78.560505,40.447211
16701,558815238,22586302,215.76,8.721,-78.750614,41.918457
16720,758188102,546563,292.738,0.211,-78.017545,41.603964
16724,5831725,35396,2.252,0.014,-78.369239,41.731993
16725,1133071,19328,0.437,0.007,-78.655324,41.908177
16726,65960730,12602,25.468,0.005,-78.572463,41.81459
16727,11163493,0,4.31,0,-78.53004,41.981005
16728,14440369,0,5.575,0,-78.924183,41.565765
16729,35867187,18092,13.848,0.007,-78.477022,41.96255
16730,1515059,36331,0.585,0.014,-78.422813,41.817813
16731,153650944,1368100,59.325,0.528,-78.360377,41.95138
16732,17083316,0,6.596,0,-78.617264,41.857255
16733,29709580,6994,11.471,0.003,-78.582749,41.69551
16734,2102805,2906,0.812,0.001,-78.840217,41.617607
16735,709157128,2572242,273.807,0.993,-78.813409,41.636098
16738,169533611,271568,65.457,0.105,-78.719738,41.809793
16740,109598885,255071,42.316,0.098,-78.681499,41.740956
16743,277936292,1070735,107.312,0.413,-78.232975,41.767638
16744,17809438,0,6.876,0,-78.567081,41.867085
16745,29026965,44764,11.207,0.017,-78.480505,41.922273
16746,107816789,2213,41.628,0.001,-78.122491,41.793875
16748,267341057,530357,103.221,0.205,-78.144487,41.947228
16749,424543204,1487619,163.917,0.574,-78.443291,41.77955
16750,49958175,208048,19.289,0.08,-78.291593,41.888978
16801,81068153,0,31.301,0,-77.841359,40.77893
16802,2159902,0,0.834,0,-77.860639,40.802605
16803,62776845,0,24.238,0,-77.899616,40.80168
16820,73607250,0,28.42,0,-77.392432,40.895701
16821,2777818,4958,1.073,0.002,-78.2009,40.964394
16822,254640586,616146,98.317,0.238,-77.69703,41.1483
16823,332236712,200982,128.277,0.078,-77.772647,40.939052
16825,1391036,6008,0.537,0.002,-78.316466,40.98677
16826,8492327,0,3.279,0,-77.58041,41.053921
16827,45389704,4845,17.525,0.002,-77.767837,40.767497
16828,145736965,283722,56.269,0.11,-77.680555,40.81211
16829,83493718,8548,32.237,0.003,-77.893573,41.08164
16830,331562276,3251930,128.017,1.256,-78.428601,41.078863
16832,44744515,50179,17.276,0.019,-77.478044,40.840309
16833,185014736,3454867,71.435,1.334,-78.576575,40.944306
16834,47202846,641199,18.225,0.248,-78.087077,41.051824
16835,432101,0,0.167,0,-77.877404,40.90743
16836,316048008,1736930,122.027,0.671,-78.27354,41.159719
16837,2191681,5841,0.846,0.002,-78.474451,40.94544
16838,105884038,371933,40.882,0.144,-78.636587,40.991458
16839,2769408,2488,1.069,0.001,-78.110537,41.003854
16840,1964018,8469,0.758,0.003,-78.203082,40.924257
16841,340961887,4498789,131.646,1.737,-77.698187,41.044614
16843,1034053,9136,0.399,0.004,-78.465645,41.002756
16844,162272147,0,62.654,0,-77.932075,40.909068
16845,314452197,2677003,121.411,1.034,-78.01843,41.121953
16847,3340046,9943,1.29,0.004,-78.165435,40.999329
16848,989733,57309,0.382,0.022,-77.535879,41.010623
16849,10659502,11973,4.116,0.005,-78.114665,40.961737
16851,10665992,0,4.118,0,-77.787183,40.821867
16852,8708295,0,3.362,0,-77.518663,40.937031
16853,689779,0,0.266,0,-77.787059,40.939209
16854,6186551,0,2.389,0,-77.4731,40.898021
16855,6930244,75747,2.676,0.029,-78.375664,40.996457
16858,139079393,900808,53.699,0.348,-78.202871,40.99849
16859,59074158,0,22.809,0,-78.023238,41.040743
16860,14092488,36709,5.441,0.014,-78.179793,40.937935
16861,31399543,74480,12.123,0.029,-78.520556,40.859321
16863,65836404,931170,25.42,0.36,-78.474641,40.90785
16865,90836624,26160,35.072,0.01,-77.995913,40.712045
16866,415045559,1125122,160.25,0.434,-78.181338,40.829329
16868,1554749,0,0.6,0,-77.880499,40.731973
16870,176357636,47101,68.092,0.018,-78.063337,40.801698
16871,64531742,900692,24.916,0.348,-78.025727,41.186615
16872,150012648,0,57.92,0,-77.358425,40.967475
16874,89408104,25753,34.521,0.01,-77.976008,40.984823
16875,201632693,71811,77.851,0.028,-77.587318,40.840788
16876,2825600,5509,1.091,0.002,-78.287646,40.965638
16877,81875742,0,31.612,0,-78.060782,40.738693
16878,52845398,90644,20.404,0.035,-78.323571,40.948941
16879,5625442,17518,2.172,0.007,-78.150238,40.969884
16881,81281143,1084765,31.383,0.419,-78.320258,41.026792
16882,68347480,0,26.389,0,-77.323471,40.912451
16901,602389595,1531193,232.584,0.591,-77.337283,41.721291
16911,22477009,123432,8.678,0.048,-77.127371,41.65604
16912,65519066,78664,25.297,0.03,-77.043261,41.678438
16914,195875063,966674,75.628,0.373,-76.783666,41.854216
16915,630950568,63528,243.611,0.025,-77.971204,41.775304
16917,115203745,81698,44.48,0.032,-77.056756,41.721702
16920,24740195,25916,9.552,0.01,-77.280838,41.973608
16921,159397876,34591,61.544,0.013,-77.556256,41.724126
16922,396722131,235909,153.175,0.091,-77.702302,41.666212
16923,202874370,60951,78.33,0.024,-77.870544,41.950572
16925,199819643,610919,77.151,0.236,-76.783646,41.948502
16926,62750792,211286,24.228,0.082,-76.701713,41.727085
16927,48903927,0,18.882,0,-77.658709,41.958712
16928,89399158,0,34.517,0,-77.434495,41.95334
16929,119696142,33625,46.215,0.013,-77.133505,41.96101
16930,172842934,329710,66.735,0.127,-77.138826,41.583782
16932,55061345,99246,21.259,0.038,-76.939295,41.77862
16933,252456480,250555,97.474,0.097,-77.062502,41.819424
16935,129575530,20551,50.029,0.008,-77.304722,41.877494
16936,124966031,146785,48.25,0.057,-76.967113,41.951125
16937,19005921,12838,7.338,0.005,-77.710941,41.967896
16938,273885553,412393,105.748,0.159,-77.36773,41.581131
16939,6970422,19475,2.691,0.008,-77.028939,41.662022
16940,6051912,0,2.337,0,-77.23825,41.985396
16941,6306921,0,2.435,0,-77.758044,41.988299
16942,61318720,0,23.675,0,-77.352245,41.962524
16943,97651807,43527,37.704,0.017,-77.612813,41.830161
16946,159585866,4758623,61.616,1.837,-77.137752,41.908746
16947,298543687,1378819,115.268,0.532,-76.804051,41.759502
16948,239426102,51437,92.443,0.02,-77.759215,41.854715
16950,296876604,476716,114.625,0.184,-77.531951,41.899908
17002,35400284,4602,13.668,0.002,-77.848424,40.50247
17003,122909251,508563,47.456,0.196,-76.569599,40.362358
17004,126490774,141155,48.838,0.055,-77.72953,40.601458
17005,1473762,0,0.569,0,-76.8097,40.602849
17006,199107502,580326,76.876,0.224,-77.546042,40.286783
17007,53812369,489580,20.777,0.189,-77.118771,40.125794
17009,3849241,36129,1.486,0.014,-77.565287,40.636112
17010,89253,0,0.034,0,-76.582841,40.277992
17011,33710364,1586102,13.016,0.612,-76.928846,40.23483
17013,111114300,1331805,42.901,0.514,-77.197284,40.242686
17015,294442609,2072789,113.685,0.8,-77.229536,40.177826
17016,1876777,0,0.725,0,-76.402287,40.277475
17017,56658971,9485859,21.876,3.663,-76.882189,40.637788
17018,103162756,9842496,39.831,3.8,-76.826124,40.422061
17019,163068595,234581,62.961,0.091,-77.022059,40.094023
17020,148973301,2660900,57.519,1.027,-77.041503,40.414171
17021,135084676,27234,52.156,0.011,-77.668192,40.330526
17022,142485582,579361,55.014,0.224,-76.60892,40.167052
17023,58298725,0,22.509,0,-76.816261,40.584266
17024,81775013,86317,31.574,0.033,-77.306813,40.406931
17025,39092898,160375,15.094,0.062,-76.974481,40.294093
17026,58184912,92632,22.465,0.036,-76.431397,40.458441
17027,970341,32910,0.375,0.013,-76.995529,40.155886
17028,63106345,29310,24.365,0.011,-76.659197,40.39646
17029,3536348,147750,1.365,0.057,-77.616997,40.558017
17030,10534586,0,4.067,0,-76.725609,40.609235
17032,286109168,16778473,110.467,6.478,-76.832842,40.489927
17033,66562783,402914,25.7,0.156,-76.637562,40.271823
